panel,series,case,N,Kcut,x,y,value,unit,formula,evidenceClass,note
B,transverse target norm,tau=0.04,10,2,1.8875,2.2563468864931128e-15,2.2563468864931128e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.9,0.7734065721275082,0.7734065721275082,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.9,2.260987917507439e-15,2.260987917507439e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.9124999999999999,0.7833614003048842,0.7833614003048842,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.9124999999999999,2.2542988409319553e-15,2.2542988409319553e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.925,0.7932954299749347,0.7932954299749347,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.925,2.2418792921326095e-15,2.2418792921326095e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.9375,0.8032086913847374,0.8032086913847374,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.9375,2.244461529188961e-15,2.244461529188961e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.95,0.8131012147487977,0.8131012147487977,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.95,2.2424134793002104e-15,2.2424134793002104e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.9625,0.8229730302490605,0.8229730302490605,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.9625,2.2341900541328018e-15,2.2341900541328018e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.975,0.8328241680349185,0.8328241680349185,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.975,2.236211825824321e-15,2.236211825824321e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.9875,0.8426546582232207,0.8426546582232207,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.9875,2.235431035501505e-15,2.235431035501505e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,2.0,0.8524645308982821,0.8524645308982821,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,2.0,2.2342781992980235e-15,2.2342781992980235e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
C,entry atom A+,pseudo-spectral,10,2,0.005,0.24751552164436547,0.24751552164436547,normalized atom,||P_*F(u(tau))||_2^2/Y(tau),finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,slope-charge reconstruction,pseudo-spectral,10,2,0.005,0.24751552164436547,0.24751552164436547,normalized atom,"||C_t(tau)||_2^2/(rho^4*Y(tau)), rho^2=2",finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,small-time limit 1/4,pseudo-spectral,10,2,0.005,0.25,0.25,normalized atom,||P_*F(u_*)||_2^2/Y(0)=1/4,exact seed reference,simple positive-time target-shell entry
C,entry atom A+,pseudo-spectral,10,2,0.01,0.24506167954791813,0.24506167954791813,normalized atom,||P_*F(u(tau))||_2^2/Y(tau),finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,slope-charge reconstruction,pseudo-spectral,10,2,0.01,0.24506167954791813,0.24506167954791813,normalized atom,"||C_t(tau)||_2^2/(rho^4*Y(tau)), rho^2=2",finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,small-time limit 1/4,pseudo-spectral,10,2,0.01,0.25,0.25,normalized atom,||P_*F(u_*)||_2^2/Y(0)=1/4,exact seed reference,simple positive-time target-shell entry
C,entry atom A+,pseudo-spectral,10,2,0.02,0.24024353643893112,0.24024353643893112,normalized atom,||P_*F(u(tau))||_2^2/Y(tau),finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,slope-charge reconstruction,pseudo-spectral,10,2,0.02,0.24024353643893112,0.24024353643893112,normalized atom,"||C_t(tau)||_2^2/(rho^4*Y(tau)), rho^2=2",finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,small-time limit 1/4,pseudo-spectral,10,2,0.02,0.25,0.25,normalized atom,||P_*F(u_*)||_2^2/Y(0)=1/4,exact seed reference,simple positive-time target-shell entry
C,entry atom A+,pseudo-spectral,10,2,0.04,0.23094982389044239,0.23094982389044239,normalized atom,||P_*F(u(tau))||_2^2/Y(tau),finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,slope-charge reconstruction,pseudo-spectral,10,2,0.04,0.23094982389044239,0.23094982389044239,normalized atom,"||C_t(tau)||_2^2/(rho^4*Y(tau)), rho^2=2",finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,small-time limit 1/4,pseudo-spectral,10,2,0.04,0.25,0.25,normalized atom,||P_*F(u_*)||_2^2/Y(0)=1/4,exact seed reference,simple positive-time target-shell entry
C,entry atom A+,pseudo-spectral,10,2,0.08,0.213621092481932,0.213621092481932,normalized atom,||P_*F(u(tau))||_2^2/Y(tau),finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,slope-charge reconstruction,pseudo-spectral,10,2,0.08,0.213621092481932,0.213621092481932,normalized atom,"||C_t(tau)||_2^2/(rho^4*Y(tau)), rho^2=2",finite Fourier--Galerkin shooting,simple positive-time target-shell entry
C,small-time limit 1/4,pseudo-spectral,10,2,0.08,0.25,0.25,normalized atom,||P_*F(u_*)||_2^2/Y(0)=1/4,exact seed reference,simple positive-time target-shell entry
C,independent refined A+,direct convolution,12,3,0.04,0.23094981665115302,0.23094981665115302,normalized atom,||P_*F(u(tau))||_2^2/Y(tau),independent finite Fourier--Galerkin shooting,"N=12,Kcut=3 direct-convolution validation point"
D,leading internal atom,"tau=0.04,nu=1",,,1.0,0.23077908659665894,0.23077908659665894,leading scale,exp(-2nu*tau)/(4*lambda^4),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading bare budget,"tau=0.04,nu=1",,,1.0,0.00924101318961179,0.00924101318961179,leading scale,(1-exp(-4nu*tau))/(16nu*lambda^6),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,atom-to-budget ratio,"tau=0.04,nu=1",,,1.0,24.973353231016635,24.973353231016635,dimensionless ratio,2nu*lambda^2/sinh(2nu*tau),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading internal atom,"tau=0.04,nu=1",,,2.0,0.014423692912291184,0.014423692912291184,leading scale,exp(-2nu*tau)/(4*lambda^4),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading bare budget,"tau=0.04,nu=1",,,2.0,0.00014439083108768423,0.00014439083108768423,leading scale,(1-exp(-4nu*tau))/(16nu*lambda^6),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,atom-to-budget ratio,"tau=0.04,nu=1",,,2.0,99.89341292406654,99.89341292406654,dimensionless ratio,2nu*lambda^2/sinh(2nu*tau),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading internal atom,"tau=0.04,nu=1",,,4.0,0.000901480807018199,0.000901480807018199,leading scale,exp(-2nu*tau)/(4*lambda^4),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading bare budget,"tau=0.04,nu=1",,,4.0,2.256106735745066e-06,2.256106735745066e-06,leading scale,(1-exp(-4nu*tau))/(16nu*lambda^6),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,atom-to-budget ratio,"tau=0.04,nu=1",,,4.0,399.57365169626615,399.57365169626615,dimensionless ratio,2nu*lambda^2/sinh(2nu*tau),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading internal atom,"tau=0.04,nu=1",,,8.0,5.6342550438637436e-05,5.6342550438637436e-05,leading scale,exp(-2nu*tau)/(4*lambda^4),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading bare budget,"tau=0.04,nu=1",,,8.0,3.525166774601666e-08,3.525166774601666e-08,leading scale,(1-exp(-4nu*tau))/(16nu*lambda^6),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,atom-to-budget ratio,"tau=0.04,nu=1",,,8.0,1598.2946067850646,1598.2946067850646,dimensionless ratio,2nu*lambda^2/sinh(2nu*tau),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading internal atom,"tau=0.04,nu=1",,,16.0,3.5214094024148398e-06,3.5214094024148398e-06,leading scale,exp(-2nu*tau)/(4*lambda^4),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading bare budget,"tau=0.04,nu=1",,,16.0,5.508073085315103e-10,5.508073085315103e-10,leading scale,(1-exp(-4nu*tau))/(16nu*lambda^6),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,atom-to-budget ratio,"tau=0.04,nu=1",,,16.0,6393.1784271402585,6393.1784271402585,dimensionless ratio,2nu*lambda^2/sinh(2nu*tau),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading internal atom,"tau=0.04,nu=1",,,32.0,2.2008808765092749e-07,2.2008808765092749e-07,leading scale,exp(-2nu*tau)/(4*lambda^4),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading bare budget,"tau=0.04,nu=1",,,32.0,8.606364195804848e-12,8.606364195804848e-12,leading scale,(1-exp(-4nu*tau))/(16nu*lambda^6),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,atom-to-budget ratio,"tau=0.04,nu=1",,,32.0,25572.713708561034,25572.713708561034,dimensionless ratio,2nu*lambda^2/sinh(2nu*tau),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading internal atom,"tau=0.04,nu=1",,,64.0,1.3755505478182968e-08,1.3755505478182968e-08,leading scale,exp(-2nu*tau)/(4*lambda^4),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,leading bare budget,"tau=0.04,nu=1",,,64.0,1.3447444055945075e-13,1.3447444055945075e-13,leading scale,(1-exp(-4nu*tau))/(16nu*lambda^6),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
D,atom-to-budget ratio,"tau=0.04,nu=1",,,64.0,102290.85483424414,102290.85483424414,dimensionless ratio,2nu*lambda^2/sinh(2nu*tau),exact leading small-amplitude and NSE-dilation ledger,a_lambda=lambda^-2 before integer NSE dilation
