panel,row_role,series,index,x_exact,x_numeric,y_exact,y_numeric,context
C,feasible-boundary,ordered upper boundary,64,8/75,0.10666666666666667,83/150,0.55333333333333334,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,65,13/120,0.10833333333333334,13/60,0.21666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,65,13/120,0.10833333333333334,133/240,0.5541666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,66,11/100,0.11,11/50,0.22,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,66,11/100,0.11,111/200,0.55500000000000005,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,67,67/600,0.11166666666666666,67/300,0.22333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,67,67/600,0.11166666666666666,667/1200,0.55583333333333329,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,68,17/150,0.11333333333333333,17/75,0.22666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,68,17/150,0.11333333333333333,167/300,0.55666666666666664,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,69,23/200,0.115,23/100,0.23000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,69,23/200,0.115,223/400,0.5575,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,70,7/60,0.11666666666666667,7/30,0.23333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,70,7/60,0.11666666666666667,67/120,0.55833333333333335,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,71,71/600,0.11833333333333333,71/300,0.23666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,71,71/600,0.11833333333333333,671/1200,0.5591666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,72,3/25,0.12,6/25,0.23999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,72,3/25,0.12,14/25,0.56000000000000005,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,73,73/600,0.12166666666666667,73/300,0.24333333333333335,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,73,73/600,0.12166666666666667,673/1200,0.56083333333333329,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,74,37/300,0.12333333333333334,37/150,0.24666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,74,37/300,0.12333333333333334,337/600,0.56166666666666665,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,75,1/8,0.125,1/4,0.25,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,75,1/8,0.125,9/16,0.5625,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,76,19/150,0.12666666666666668,19/75,0.25333333333333335,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,76,19/150,0.12666666666666668,169/300,0.56333333333333335,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,77,77/600,0.12833333333333333,77/300,0.25666666666666665,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,77,77/600,0.12833333333333333,677/1200,0.56416666666666671,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,78,13/100,0.13,13/50,0.26000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,78,13/100,0.13,113/200,0.56499999999999995,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,79,79/600,0.13166666666666665,79/300,0.26333333333333331,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,79,79/600,0.13166666666666665,679/1200,0.5658333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,80,2/15,0.13333333333333333,4/15,0.26666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,80,2/15,0.13333333333333333,17/30,0.56666666666666665,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,81,27/200,0.13500000000000001,27/100,0.27000000000000002,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,81,27/200,0.13500000000000001,227/400,0.5675,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,82,41/300,0.13666666666666666,41/150,0.27333333333333332,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,82,41/300,0.13666666666666666,341/600,0.56833333333333336,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,83,83/600,0.13833333333333334,83/300,0.27666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,83,83/600,0.13833333333333334,683/1200,0.56916666666666671,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,84,7/50,0.14000000000000001,7/25,0.28000000000000003,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,84,7/50,0.14000000000000001,57/100,0.56999999999999995,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,85,17/120,0.14166666666666666,17/60,0.28333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,85,17/120,0.14166666666666666,137/240,0.5708333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,86,43/300,0.14333333333333334,43/150,0.28666666666666668,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,86,43/300,0.14333333333333334,343/600,0.57166666666666666,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,87,29/200,0.14499999999999999,29/100,0.28999999999999998,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,87,29/200,0.14499999999999999,229/400,0.57250000000000001,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,88,11/75,0.14666666666666667,22/75,0.29333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,88,11/75,0.14666666666666667,43/75,0.57333333333333336,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,89,89/600,0.14833333333333334,89/300,0.29666666666666669,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,89,89/600,0.14833333333333334,689/1200,0.57416666666666671,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,90,3/20,0.14999999999999999,3/10,0.29999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,90,3/20,0.14999999999999999,23/40,0.57499999999999996,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,91,91/600,0.15166666666666667,91/300,0.30333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,91,91/600,0.15166666666666667,691/1200,0.57583333333333331,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,92,23/150,0.15333333333333332,23/75,0.30666666666666664,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,92,23/150,0.15333333333333332,173/300,0.57666666666666666,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,93,31/200,0.155,31/100,0.31,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,93,31/200,0.155,231/400,0.57750000000000001,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,94,47/300,0.15666666666666668,47/150,0.31333333333333335,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,94,47/300,0.15666666666666668,347/600,0.57833333333333337,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,95,19/120,0.15833333333333333,19/60,0.31666666666666665,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,95,19/120,0.15833333333333333,139/240,0.57916666666666672,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,96,4/25,0.16,8/25,0.32000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,96,4/25,0.16,29/50,0.57999999999999996,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,97,97/600,0.16166666666666665,97/300,0.32333333333333331,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,97,97/600,0.16166666666666665,697/1200,0.58083333333333331,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,98,49/300,0.16333333333333333,49/150,0.32666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,98,49/300,0.16333333333333333,349/600,0.58166666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,99,33/200,0.16500000000000001,33/100,0.33000000000000002,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,99,33/200,0.16500000000000001,233/400,0.58250000000000002,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,100,1/6,0.16666666666666666,1/3,0.33333333333333331,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,100,1/6,0.16666666666666666,7/12,0.58333333333333337,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,101,101/600,0.16833333333333333,101/300,0.33666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,101,101/600,0.16833333333333333,701/1200,0.58416666666666661,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,102,17/100,0.17000000000000001,17/50,0.34000000000000002,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,102,17/100,0.17000000000000001,117/200,0.58499999999999996,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,103,103/600,0.17166666666666666,103/300,0.34333333333333332,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,103,103/600,0.17166666666666666,703/1200,0.58583333333333332,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,104,13/75,0.17333333333333334,26/75,0.34666666666666668,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,104,13/75,0.17333333333333334,44/75,0.58666666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,105,7/40,0.17499999999999999,7/20,0.34999999999999998,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,105,7/40,0.17499999999999999,47/80,0.58750000000000002,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,106,53/300,0.17666666666666667,53/150,0.35333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,106,53/300,0.17666666666666667,353/600,0.58833333333333337,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,107,107/600,0.17833333333333334,107/300,0.35666666666666669,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,107,107/600,0.17833333333333334,707/1200,0.58916666666666662,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,108,9/50,0.17999999999999999,9/25,0.35999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,108,9/50,0.17999999999999999,59/100,0.58999999999999997,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,109,109/600,0.18166666666666667,109/300,0.36333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,109,109/600,0.18166666666666667,709/1200,0.59083333333333332,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,110,11/60,0.18333333333333332,11/30,0.36666666666666664,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,110,11/60,0.18333333333333332,71/120,0.59166666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,111,37/200,0.185,37/100,0.37,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,111,37/200,0.185,237/400,0.59250000000000003,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,112,14/75,0.18666666666666668,28/75,0.37333333333333335,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,112,14/75,0.18666666666666668,89/150,0.59333333333333338,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,113,113/600,0.18833333333333332,113/300,0.37666666666666665,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,113,113/600,0.18833333333333332,713/1200,0.59416666666666662,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,114,19/100,0.19,19/50,0.38,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,114,19/100,0.19,119/200,0.59499999999999997,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,115,23/120,0.19166666666666668,23/60,0.38333333333333336,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,115,23/120,0.19166666666666668,143/240,0.59583333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,116,29/150,0.19333333333333333,29/75,0.38666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,116,29/150,0.19333333333333333,179/300,0.59666666666666668,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,117,39/200,0.19500000000000001,39/100,0.39000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,117,39/200,0.19500000000000001,239/400,0.59750000000000003,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,118,59/300,0.19666666666666666,59/150,0.39333333333333331,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,118,59/300,0.19666666666666666,359/600,0.59833333333333338,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,119,119/600,0.19833333333333333,119/300,0.39666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,119,119/600,0.19833333333333333,719/1200,0.59916666666666663,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,120,1/5,0.20000000000000001,2/5,0.40000000000000002,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,120,1/5,0.20000000000000001,3/5,0.59999999999999998,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,121,121/600,0.20166666666666666,121/300,0.40333333333333332,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,121,121/600,0.20166666666666666,721/1200,0.60083333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,122,61/300,0.20333333333333334,61/150,0.40666666666666668,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,122,61/300,0.20333333333333334,361/600,0.60166666666666668,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,123,41/200,0.20499999999999999,41/100,0.40999999999999998,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,123,41/200,0.20499999999999999,241/400,0.60250000000000004,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,124,31/150,0.20666666666666667,31/75,0.41333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,124,31/150,0.20666666666666667,181/300,0.60333333333333339,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,125,5/24,0.20833333333333334,5/12,0.41666666666666669,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,125,5/24,0.20833333333333334,29/48,0.60416666666666663,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,126,21/100,0.20999999999999999,21/50,0.41999999999999998,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,126,21/100,0.20999999999999999,121/200,0.60499999999999998,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,127,127/600,0.21166666666666667,127/300,0.42333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,127,127/600,0.21166666666666667,727/1200,0.60583333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,128,16/75,0.21333333333333335,32/75,0.42666666666666669,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,128,16/75,0.21333333333333335,91/150,0.60666666666666669,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,129,43/200,0.215,43/100,0.42999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,129,43/200,0.215,243/400,0.60750000000000004,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,130,13/60,0.21666666666666667,13/30,0.43333333333333335,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,130,13/60,0.21666666666666667,73/120,0.60833333333333328,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,131,131/600,0.21833333333333332,131/300,0.43666666666666665,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,131,131/600,0.21833333333333332,731/1200,0.60916666666666663,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,132,11/50,0.22,11/25,0.44,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,132,11/50,0.22,61/100,0.60999999999999999,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,133,133/600,0.22166666666666668,133/300,0.44333333333333336,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,133,133/600,0.22166666666666668,733/1200,0.61083333333333334,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,134,67/300,0.22333333333333333,67/150,0.44666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,134,67/300,0.22333333333333333,367/600,0.61166666666666669,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,135,9/40,0.22500000000000001,9/20,0.45000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,135,9/40,0.22500000000000001,49/80,0.61250000000000004,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,136,17/75,0.22666666666666666,34/75,0.45333333333333331,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,136,17/75,0.22666666666666666,46/75,0.61333333333333329,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,137,137/600,0.22833333333333333,137/300,0.45666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,137,137/600,0.22833333333333333,737/1200,0.61416666666666664,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,138,23/100,0.23000000000000001,23/50,0.46000000000000002,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,138,23/100,0.23000000000000001,123/200,0.61499999999999999,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,139,139/600,0.23166666666666666,139/300,0.46333333333333332,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,139,139/600,0.23166666666666666,739/1200,0.61583333333333334,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,140,7/30,0.23333333333333334,7/15,0.46666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,140,7/30,0.23333333333333334,37/60,0.6166666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,141,47/200,0.23499999999999999,47/100,0.46999999999999997,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,141,47/200,0.23499999999999999,247/400,0.61750000000000005,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,142,71/300,0.23666666666666666,71/150,0.47333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,142,71/300,0.23666666666666666,371/600,0.61833333333333329,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,143,143/600,0.23833333333333334,143/300,0.47666666666666668,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,143,143/600,0.23833333333333334,743/1200,0.61916666666666664,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,144,6/25,0.23999999999999999,12/25,0.47999999999999998,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,144,6/25,0.23999999999999999,31/50,0.62,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,145,29/120,0.24166666666666667,29/60,0.48333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,145,29/120,0.24166666666666667,149/240,0.62083333333333335,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,146,73/300,0.24333333333333335,73/150,0.48666666666666669,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,146,73/300,0.24333333333333335,373/600,0.6216666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,147,49/200,0.245,49/100,0.48999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,147,49/200,0.245,249/400,0.62250000000000005,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,148,37/150,0.24666666666666667,37/75,0.49333333333333335,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,148,37/150,0.24666666666666667,187/300,0.62333333333333329,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,149,149/600,0.24833333333333332,149/300,0.49666666666666665,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,149,149/600,0.24833333333333332,749/1200,0.62416666666666665,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,150,1/4,0.25,1/2,0.5,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,150,1/4,0.25,5/8,0.625,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,151,151/600,0.25166666666666665,151/300,0.5033333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,151,151/600,0.25166666666666665,751/1200,0.62583333333333335,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,152,19/75,0.25333333333333335,38/75,0.50666666666666671,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,152,19/75,0.25333333333333335,47/75,0.62666666666666671,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,153,51/200,0.255,51/100,0.51000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,153,51/200,0.255,251/400,0.62749999999999995,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,154,77/300,0.25666666666666665,77/150,0.51333333333333331,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,154,77/300,0.25666666666666665,377/600,0.6283333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,155,31/120,0.25833333333333336,31/60,0.51666666666666672,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,155,31/120,0.25833333333333336,151/240,0.62916666666666665,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,156,13/50,0.26000000000000001,13/25,0.52000000000000002,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,156,13/50,0.26000000000000001,63/100,0.63,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,157,157/600,0.26166666666666666,157/300,0.52333333333333332,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,157,157/600,0.26166666666666666,757/1200,0.63083333333333336,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,158,79/300,0.26333333333333331,79/150,0.52666666666666662,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,158,79/300,0.26333333333333331,379/600,0.63166666666666671,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,159,53/200,0.26500000000000001,53/100,0.53000000000000003,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,159,53/200,0.26500000000000001,253/400,0.63249999999999995,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,160,4/15,0.26666666666666666,8/15,0.53333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,160,4/15,0.26666666666666666,19/30,0.6333333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,161,161/600,0.26833333333333331,161/300,0.53666666666666663,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,161,161/600,0.26833333333333331,761/1200,0.63416666666666666,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,162,27/100,0.27000000000000002,27/50,0.54000000000000004,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,162,27/100,0.27000000000000002,127/200,0.63500000000000001,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,163,163/600,0.27166666666666667,163/300,0.54333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,163,163/600,0.27166666666666667,763/1200,0.63583333333333336,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,164,41/150,0.27333333333333332,41/75,0.54666666666666663,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,164,41/150,0.27333333333333332,191/300,0.63666666666666671,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,165,11/40,0.27500000000000002,11/20,0.55000000000000004,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,165,11/40,0.27500000000000002,51/80,0.63749999999999996,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,166,83/300,0.27666666666666667,83/150,0.55333333333333334,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,166,83/300,0.27666666666666667,383/600,0.63833333333333331,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,167,167/600,0.27833333333333332,167/300,0.55666666666666664,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,167,167/600,0.27833333333333332,767/1200,0.63916666666666666,y=(1+x)/2 from lambda_1>=lambda_2
