recordType,mu,theta,value,aux,level
profile,5.0000000000000003e-02,3.6600000000000001e+00,2.8104936783922179e-07,6.4099379853342375e-01,H
profile,5.0000000000000003e-02,3.6600000000000001e+00,1.1649281470461104e-10,nan,qRelative
profile,5.0000000000000003e-02,3.6800000000000002e+00,2.5859300393102540e-07,6.3889802373728355e-01,H
profile,5.0000000000000003e-02,3.6800000000000002e+00,1.0264529770981510e-10,nan,qRelative
profile,5.0000000000000003e-02,3.7000000000000002e+00,2.3792838004018469e-07,6.3680223624770493e-01,H
profile,5.0000000000000003e-02,3.7000000000000002e+00,9.0441888520682954e-11,nan,qRelative
profile,5.0000000000000003e-02,3.7200000000000002e+00,2.1891272741710627e-07,6.3470643663379889e-01,H
profile,5.0000000000000003e-02,3.7200000000000002e+00,7.9687603899134447e-11,nan,qRelative
profile,5.0000000000000003e-02,3.7400000000000002e+00,2.0141463926450671e-07,6.3261062543936486e-01,H
profile,5.0000000000000003e-02,3.7400000000000002e+00,7.0210559668575970e-11,nan,qRelative
profile,5.0000000000000003e-02,3.7600000000000002e+00,1.8531316756823534e-07,6.3051480318400466e-01,H
profile,5.0000000000000003e-02,3.7600000000000002e+00,6.1859237072690757e-11,nan,qRelative
profile,5.0000000000000003e-02,3.7800000000000002e+00,1.7049699164347670e-07,6.2841897036419481e-01,H
profile,5.0000000000000003e-02,3.7800000000000002e+00,5.4500072323952067e-11,nan,qRelative
profile,5.0000000000000003e-02,3.8000000000000003e+00,1.5686365270767591e-07,6.2632312745431107e-01,H
profile,5.0000000000000003e-02,3.8000000000000003e+00,4.8015331168539916e-11,nan,qRelative
profile,5.0000000000000003e-02,3.8200000000000003e+00,1.4431884924233445e-07,6.2422727490759700e-01,H
profile,5.0000000000000003e-02,3.8200000000000003e+00,4.2301234799034183e-11,nan,qRelative
profile,5.0000000000000003e-02,3.8399999999999999e+00,1.3277578832093898e-07,6.2213141315710663e-01,H
profile,5.0000000000000003e-02,3.8399999999999999e+00,3.7266307419835796e-11,nan,qRelative
profile,5.0000000000000003e-02,3.8599999999999999e+00,1.2215458846251251e-07,6.2003554261659355e-01,H
profile,5.0000000000000003e-02,3.8599999999999999e+00,3.2829919275289155e-11,nan,qRelative
profile,5.0000000000000003e-02,3.8799999999999999e+00,1.1238172992226795e-07,6.1793966368136477e-01,H
profile,5.0000000000000003e-02,3.8799999999999999e+00,2.8921002042169557e-11,nan,qRelative
profile,5.0000000000000003e-02,3.8999999999999999e+00,1.0338954865493118e-07,6.1584377672909774e-01,H
profile,5.0000000000000003e-02,3.8999999999999999e+00,2.5476916215235086e-11,nan,qRelative
profile,5.0000000000000003e-02,3.9199999999999999e+00,9.5115770484744398e-08,6.1374788212062081e-01,H
profile,5.0000000000000003e-02,3.9199999999999999e+00,2.2442452519917294e-11,nan,qRelative
profile,5.0000000000000003e-02,3.9399999999999999e+00,8.7503082290951747e-08,6.1165198020065892e-01,H
profile,5.0000000000000003e-02,3.9399999999999999e+00,1.9768951507830637e-11,nan,qRelative
profile,5.0000000000000003e-02,3.9600000000000000e+00,8.0498737270602883e-08,6.0955607129854661e-01,H
profile,5.0000000000000003e-02,3.9600000000000000e+00,1.7413527362076627e-11,nan,qRelative
profile,5.0000000000000003e-02,3.9800000000000000e+00,7.4054191573495622e-08,6.0746015572891021e-01,H
profile,5.0000000000000003e-02,3.9800000000000000e+00,1.5338383589803574e-11,nan,qRelative
profile,5.0000000000000003e-02,4.0000000000000000e+00,6.8124769818609372e-08,6.0536423379232196e-01,H
profile,5.0000000000000003e-02,4.0000000000000000e+00,1.3510209735193921e-11,nan,qRelative
profile,5.0000000000000003e-02,4.0200000000000005e+00,6.2669357198912626e-08,6.0326830577592139e-01,H
profile,5.0000000000000003e-02,4.0200000000000005e+00,1.1899649529950336e-11,nan,qRelative
profile,5.0000000000000003e-02,4.0400000000000000e+00,5.7650116063311194e-08,6.0117237195400408e-01,H
profile,5.0000000000000003e-02,4.0400000000000000e+00,1.0480832030702000e-11,nan,qRelative
profile,5.0000000000000003e-02,4.0600000000000005e+00,5.3032225031973128e-08,5.9907643258860843e-01,H
profile,5.0000000000000003e-02,4.0600000000000005e+00,9.2309582914244254e-12,nan,qRelative
profile,5.0000000000000003e-02,4.0800000000000001e+00,4.8783638855462466e-08,5.9698048793004144e-01,H
profile,5.0000000000000003e-02,4.0800000000000001e+00,8.1299369997268958e-12,nan,qRelative
profile,5.0000000000000003e-02,4.0999999999999996e+00,4.4874867370093679e-08,5.9488453821741005e-01,H
profile,5.0000000000000003e-02,4.0999999999999996e+00,7.1600632826225763e-12,nan,qRelative
profile,5.0000000000000003e-02,4.1200000000000001e+00,4.1278772032643937e-08,5.9278858367911891e-01,H
profile,5.0000000000000003e-02,4.1200000000000001e+00,6.3057355724235731e-12,nan,qRelative
profile,5.0000000000000003e-02,4.1399999999999997e+00,3.7970378637919918e-08,5.9069262453333737e-01,H
profile,5.0000000000000003e-02,4.1399999999999997e+00,5.5532060275218867e-12,nan,qRelative
profile,5.0000000000000003e-02,4.1600000000000001e+00,3.4926704933500351e-08,5.8859666098846442e-01,H
profile,5.0000000000000003e-02,4.1600000000000001e+00,4.8903605355754073e-12,nan,qRelative
profile,5.0000000000000003e-02,4.1799999999999997e+00,3.2126601948010665e-08,5.8650069324355136e-01,H
profile,5.0000000000000003e-02,4.1799999999999997e+00,4.3065247964359821e-12,nan,qRelative
profile,5.0000000000000003e-02,4.2000000000000002e+00,2.9550607943230735e-08,5.8440472148873412e-01,H
profile,5.0000000000000003e-02,4.2000000000000002e+00,3.7922933964635910e-12,nan,qRelative
profile,5.0000000000000003e-02,4.2199999999999998e+00,2.7180813986834756e-08,5.8230874590561132e-01,H
profile,5.0000000000000003e-02,4.2199999999999998e+00,3.3393791512201724e-12,nan,qRelative
profile,5.0000000000000003e-02,4.2400000000000002e+00,2.5000740222200045e-08,5.8021276666763832e-01,H
profile,5.0000000000000003e-02,4.2400000000000002e+00,2.9404803157076099e-12,nan,qRelative
profile,5.0000000000000003e-02,4.2599999999999998e+00,2.2995221985044187e-08,5.7811678394047927e-01,H
profile,5.0000000000000003e-02,4.2599999999999998e+00,2.5891635454054078e-12,nan,qRelative
profile,5.0000000000000003e-02,4.2800000000000002e+00,2.1150304984155797e-08,5.7602079788236416e-01,H
profile,5.0000000000000003e-02,4.2800000000000002e+00,2.2797607418711976e-12,nan,qRelative
profile,5.0000000000000003e-02,4.2999999999999998e+00,1.9453148825638824e-08,5.7392480864440976e-01,H
profile,5.0000000000000003e-02,4.2999999999999998e+00,2.0072781375581386e-12,nan,qRelative
profile,5.0000000000000003e-02,4.3200000000000003e+00,1.7891938217310841e-08,5.7182881637094540e-01,H
profile,5.0000000000000003e-02,4.3200000000000003e+00,1.7673161692748919e-12,nan,qRelative
profile,5.0000000000000003e-02,4.3399999999999999e+00,1.6455801242580824e-08,5.6973282119980739e-01,H
profile,5.0000000000000003e-02,4.3399999999999999e+00,1.5559988614525438e-12,nan,qRelative
profile,5.0000000000000003e-02,4.3600000000000003e+00,1.5134734141633204e-08,5.6763682326263865e-01,H
profile,5.0000000000000003e-02,4.3600000000000003e+00,1.3699115918088594e-12,nan,qRelative
profile,5.0000000000000003e-02,4.3799999999999999e+00,1.3919532082401767e-08,5.6554082268515038e-01,H
profile,5.0000000000000003e-02,4.3799999999999999e+00,1.2060462455147383e-12,nan,qRelative
profile,5.0000000000000003e-02,4.4000000000000004e+00,1.2801725444927492e-08,5.6344481958740400e-01,H
profile,5.0000000000000003e-02,4.4000000000000004e+00,1.0617528816864826e-12,nan,qRelative
profile,5.0000000000000003e-02,4.4199999999999999e+00,1.1773521180543679e-08,5.6134881408404724e-01,H
profile,5.0000000000000003e-02,4.4199999999999999e+00,9.3469713981782552e-13,nan,qRelative
profile,5.0000000000000003e-02,4.4400000000000004e+00,1.0827748842177146e-08,5.5925280628456842e-01,H
profile,5.0000000000000003e-02,4.4400000000000004e+00,8.2282270527401813e-13,nan,qRelative
profile,5.0000000000000003e-02,4.4600000000000000e+00,9.9578109141340068e-09,5.5715679629351700e-01,H
profile,5.0000000000000003e-02,4.4600000000000000e+00,7.2431823364833877e-13,nan,qRelative
profile,5.0000000000000003e-02,4.4800000000000004e+00,9.1576370992710125e-09,5.5506078421073368e-01,H
profile,5.0000000000000003e-02,4.4800000000000004e+00,6.3758820490980200e-13,nan,qRelative
profile,5.0000000000000003e-02,4.5000000000000000e+00,8.4216422486431924e-09,5.5296477013155076e-01,H
profile,5.0000000000000003e-02,4.5000000000000000e+00,5.6122724097897297e-13,nan,qRelative
profile,5.0000000000000003e-02,4.5200000000000005e+00,7.7446876437477087e-09,5.5086875414700420e-01,H
profile,5.0000000000000003e-02,4.5200000000000005e+00,4.9399747565216201e-13,nan,qRelative
profile,5.0000000000000003e-02,4.5400000000000000e+00,7.1220453645275163e-09,5.4877273634401491e-01,H
profile,5.0000000000000003e-02,4.5400000000000000e+00,4.3480861453137120e-13,nan,qRelative
profile,5.0000000000000003e-02,4.5600000000000005e+00,6.5493654975108865e-09,5.4667671680558461e-01,H
profile,5.0000000000000003e-02,4.5600000000000005e+00,3.8270036558235308e-13,nan,qRelative
profile,5.0000000000000003e-02,4.5800000000000001e+00,6.0226459579919139e-09,5.4458069561095745e-01,H
profile,5.0000000000000003e-02,4.5800000000000001e+00,3.3682695881908227e-13,nan,qRelative
profile,5.0000000000000003e-02,4.6000000000000005e+00,5.5382047181344291e-09,5.4248467283580504e-01,H
profile,5.0000000000000003e-02,4.6000000000000005e+00,2.9644350700190026e-13,nan,qRelative
profile,5.0000000000000003e-02,4.6200000000000001e+00,5.0926542494315610e-09,5.4038864855236901e-01,H
profile,5.0000000000000003e-02,4.6200000000000001e+00,2.6089398866958966e-13,nan,qRelative
profile,5.0000000000000003e-02,4.6399999999999997e+00,4.6828780031884178e-09,5.3829262282962809e-01,H
profile,5.0000000000000003e-02,4.6399999999999997e+00,2.2960066077094138e-13,nan,qRelative
profile,5.0000000000000003e-02,4.6600000000000001e+00,4.3060087667200831e-09,5.3619659573343870e-01,H
profile,5.0000000000000003e-02,4.6600000000000001e+00,2.0205473103174116e-13,nan,qRelative
profile,5.0000000000000003e-02,4.6799999999999997e+00,3.9594087458678421e-09,5.3410056732667277e-01,H
profile,5.0000000000000003e-02,4.6799999999999997e+00,1.7780814035266198e-13,nan,qRelative
profile,5.0000000000000003e-02,4.7000000000000002e+00,3.6406512363211953e-09,5.3200453766935796e-01,H
profile,5.0000000000000003e-02,4.7000000000000002e+00,1.5646632330320564e-13,nan,qRelative
profile,5.0000000000000003e-02,4.7199999999999998e+00,3.3475037571739607e-09,5.2990850681879753e-01,H
profile,5.0000000000000003e-02,4.7199999999999998e+00,1.3768183043966329e-13,nan,qRelative
profile,5.0000000000000003e-02,4.7400000000000002e+00,3.0779125302133424e-09,5.2781247482970284e-01,H
profile,5.0000000000000003e-02,4.7400000000000002e+00,1.2114870998052630e-13,nan,qRelative
profile,5.0000000000000003e-02,4.7599999999999998e+00,2.8299881977118049e-09,5.2571644175429677e-01,H
profile,5.0000000000000003e-02,4.7599999999999998e+00,1.0659755854095838e-13,nan,qRelative
profile,5.0000000000000003e-02,4.7800000000000002e+00,2.6019926800250871e-09,5.2362040764243922e-01,H
profile,5.0000000000000003e-02,4.7800000000000002e+00,9.3791161352741346e-14,nan,qRelative
profile,5.0000000000000003e-02,4.7999999999999998e+00,2.3923270821551827e-09,5.2152437254172035e-01,H
profile,5.0000000000000003e-02,4.7999999999999998e+00,8.2520651848599942e-14,nan,qRelative
profile,5.0000000000000003e-02,4.8200000000000003e+00,2.1995205656679171e-09,5.1942833649757592e-01,H
profile,5.0000000000000003e-02,4.8200000000000003e+00,7.2602128820739680e-14,nan,qRelative
profile,5.0000000000000003e-02,4.8399999999999999e+00,2.0222201090107871e-09,5.1733229955336879e-01,H
profile,5.0000000000000003e-02,4.8399999999999999e+00,6.3873676705739406e-14,nan,qRelative
profile,5.0000000000000003e-02,4.8600000000000003e+00,1.8591810854034755e-09,5.1523626175050008e-01,H
profile,5.0000000000000003e-02,4.8600000000000003e+00,5.6192741018810587e-14,nan,qRelative
profile,5.0000000000000003e-02,4.8799999999999999e+00,1.7092585931129003e-09,5.1314022312847807e-01,H
profile,5.0000000000000003e-02,4.8799999999999999e+00,4.9433816663175760e-14,nan,qRelative
profile,5.0000000000000003e-02,4.9000000000000004e+00,1.5713994781158306e-09,5.1104418372502181e-01,H
profile,5.0000000000000003e-02,4.9000000000000004e+00,4.3486411866019897e-14,nan,qRelative
profile,5.0000000000000003e-02,4.9199999999999999e+00,1.4446349939301219e-09,5.0894814357612783e-01,H
profile,5.0000000000000003e-02,4.9199999999999999e+00,3.8253254921405620e-14,nan,qRelative
profile,5.0000000000000003e-02,4.9400000000000004e+00,1.3280740477937635e-09,5.0685210271615821e-01,H
profile,5.0000000000000003e-02,4.9400000000000004e+00,3.3648714823505302e-14,nan,qRelative
profile,5.0000000000000003e-02,4.9600000000000000e+00,1.2208969864191612e-09,5.0475606117790295e-01,H
profile,5.0000000000000003e-02,4.9600000000000000e+00,2.9597410312881257e-14,nan,qRelative
profile,5.0000000000000003e-02,4.9800000000000004e+00,1.1223498782761474e-09,5.0266001899266433e-01,H
profile,5.0000000000000003e-02,4.9800000000000004e+00,2.6032984889334357e-14,nan,qRelative
profile,5.0000000000000003e-02,5.0000000000000000e+00,1.0317392527869036e-09,5.0056397619030912e-01,H
profile,5.0000000000000003e-02,5.0000000000000000e+00,2.2897028015530630e-14,nan,qRelative
profile,5.0000000000000003e-02,5.0200000000000005e+00,9.4842725997271234e-10,4.9846793279934865e-01,H
profile,5.0000000000000003e-02,5.0200000000000005e+00,2.0138125088937239e-14,nan,qRelative
profile,5.0000000000000003e-02,5.0400000000000000e+00,8.7182721699795745e-10,4.9637188884698824e-01,H
profile,5.0000000000000003e-02,5.0400000000000000e+00,1.7711020833220233e-14,nan,qRelative
profile,5.0000000000000003e-02,5.0600000000000005e+00,8.0139951073104158e-10,4.9427584435919325e-01,H
profile,5.0000000000000003e-02,5.0600000000000005e+00,1.5575882587386119e-14,nan,qRelative
profile,5.0000000000000003e-02,5.0800000000000001e+00,7.3664782790334239e-10,4.9217979936073869e-01,H
profile,5.0000000000000003e-02,5.0800000000000001e+00,1.3697651580850038e-14,nan,qRelative
profile,5.0000000000000003e-02,5.1000000000000005e+00,6.7711568671267843e-10,4.9008375387527264e-01,H
profile,5.0000000000000003e-02,5.1000000000000005e+00,1.2045471701078967e-14,nan,qRelative
profile,5.0000000000000003e-02,5.1200000000000001e+00,6.2238324580292515e-10,4.8798770792535545e-01,H
profile,5.0000000000000003e-02,5.1200000000000001e+00,1.0592186510230155e-14,nan,qRelative
profile,5.0000000000000003e-02,5.1399999999999997e+00,5.7206436847043119e-10,4.8589166153251773e-01,H
profile,5.0000000000000003e-02,5.1399999999999997e+00,9.3138963683165448e-15,nan,qRelative
profile,5.0000000000000003e-02,5.1600000000000001e+00,5.2580392171415994e-10,4.8379561471730520e-01,H
profile,5.0000000000000003e-02,5.1600000000000001e+00,8.1895684905456722e-15,nan,qRelative
profile,5.0000000000000003e-02,5.1799999999999997e+00,4.8327529137203457e-10,4.8169956749931908e-01,H
profile,5.0000000000000003e-02,5.1799999999999997e+00,7.2006936211610881e-15,nan,qRelative
profile,5.0000000000000003e-02,5.2000000000000002e+00,4.4417809608208175e-10,4.7960351989726635e-01,H
profile,5.0000000000000003e-02,5.2000000000000002e+00,6.3309837590842827e-15,nan,qRelative
profile,5.0000000000000003e-02,5.2199999999999998e+00,4.0823608418391882e-10,4.7750747192899223e-01,H
profile,5.0000000000000003e-02,5.2199999999999998e+00,5.5661060340001969e-15,nan,qRelative
profile,5.0000000000000003e-02,5.2400000000000002e+00,3.7519519894332565e-10,4.7541142361152644e-01,H
profile,5.0000000000000003e-02,5.2400000000000002e+00,4.8934484159032601e-15,nan,qRelative
profile,5.0000000000000003e-02,5.2599999999999998e+00,3.4482179864896648e-10,4.7331537496111320e-01,H
profile,5.0000000000000003e-02,5.2599999999999998e+00,4.3019134559163194e-15,nan,qRelative
profile,5.0000000000000003e-02,5.2800000000000002e+00,3.1690101920361998e-10,4.7121932599325445e-01,H
profile,5.0000000000000003e-02,5.2800000000000002e+00,3.7817367096819687e-15,nan,qRelative
profile,5.0000000000000003e-02,5.2999999999999998e+00,2.9123526782012684e-10,4.6912327672273590e-01,H
profile,5.0000000000000003e-02,5.2999999999999998e+00,3.3243268941001478e-15,nan,qRelative
profile,5.0000000000000003e-02,5.3200000000000003e+00,2.6764283734130839e-10,4.6702722716366746e-01,H
profile,5.0000000000000003e-02,5.3200000000000003e+00,2.9221251800695693e-15,nan,qRelative
profile,5.0000000000000003e-02,5.3399999999999999e+00,2.4595663153976231e-10,4.6493117732950606e-01,H
profile,5.0000000000000003e-02,5.3399999999999999e+00,2.5684813338479933e-15,nan,qRelative
profile,5.0000000000000003e-02,5.3600000000000003e+00,2.2602299252333890e-10,4.6283512723309322e-01,H
profile,5.0000000000000003e-02,5.3600000000000003e+00,2.2575446926648521e-15,nan,qRelative
profile,5.0000000000000003e-02,5.3799999999999999e+00,2.0770062208067557e-10,4.6073907688667354e-01,H
profile,5.0000000000000003e-02,5.3799999999999999e+00,1.9841682006970722e-15,nan,qRelative
profile,5.0000000000000003e-02,5.4000000000000004e+00,1.9085958945319457e-10,4.5864302630193399e-01,H
profile,5.0000000000000003e-02,5.4000000000000004e+00,1.7438239433273282e-15,nan,qRelative
profile,5.0000000000000003e-02,5.4199999999999999e+00,1.7538041862003754e-10,4.5654697549001588e-01,H
profile,5.0000000000000003e-02,5.4199999999999999e+00,1.5325288041576820e-15,nan,qRelative
profile,5.0000000000000003e-02,5.4400000000000004e+00,1.6115324873460516e-10,4.5445092446155333e-01,H
profile,5.0000000000000003e-02,5.4400000000000004e+00,1.3467790335572605e-15,nan,qRelative
profile,5.0000000000000003e-02,5.4600000000000000e+00,1.4807706185952539e-10,4.5235487322668311e-01,H
profile,5.0000000000000003e-02,5.4600000000000000e+00,1.1834926622300196e-15,nan,qRelative
profile,5.0000000000000003e-02,5.4800000000000004e+00,1.3605897261449572e-10,4.5025882179507909e-01,H
profile,5.0000000000000003e-02,5.4800000000000004e+00,1.0399588207325140e-15,nan,qRelative
profile,5.0000000000000003e-02,5.5000000000000000e+00,1.2501357478176007e-10,4.4816277017596406e-01,H
profile,5.0000000000000003e-02,5.5000000000000000e+00,9.1379313810830527e-16,nan,qRelative
profile,5.0000000000000003e-02,5.5200000000000005e+00,1.1486234030995680e-10,4.4606671837813827e-01,H
profile,5.0000000000000003e-02,5.5200000000000005e+00,8.0289849164756802e-16,nan,qRelative
profile,5.0000000000000003e-02,5.5400000000000000e+00,1.0553306652146598e-10,4.4397066640999061e-01,H
profile,5.0000000000000003e-02,5.5400000000000000e+00,7.0543046682385945e-16,nan,qRelative
profile,5.0000000000000003e-02,5.5600000000000005e+00,9.6959367663676781e-11,4.4187461427952568e-01,H
profile,5.0000000000000003e-02,5.5600000000000005e+00,6.1976696311121926e-16,nan,qRelative
profile,5.0000000000000003e-02,5.5800000000000001e+00,8.9080207253145586e-11,4.3977856199437276e-01,H
profile,5.0000000000000003e-02,5.5800000000000001e+00,5.4448144888298298e-16,nan,qRelative
profile,5.0000000000000003e-02,5.6000000000000005e+00,8.1839467945519560e-11,4.3768250956181254e-01,H
profile,5.0000000000000003e-02,5.6000000000000005e+00,4.7831942803009644e-16,nan,qRelative
profile,5.0000000000000003e-02,5.6200000000000001e+00,7.5185555925351895e-11,4.3558645698878379e-01,H
profile,5.0000000000000003e-02,5.6200000000000001e+00,4.2017773327300645e-16,nan,qRelative
profile,5.0000000000000003e-02,5.6399999999999997e+00,6.9071037050316955e-11,4.3349040428190644e-01,H
profile,5.0000000000000003e-02,5.6399999999999997e+00,3.6908630722423052e-16,nan,qRelative
profile,5.0000000000000003e-02,5.6600000000000001e+00,6.3452302205529575e-11,4.3139435144749227e-01,H
profile,5.0000000000000003e-02,5.6600000000000001e+00,3.2419217283459609e-16,nan,qRelative
profile,5.0000000000000003e-02,5.6799999999999997e+00,5.8289259527195982e-11,4.2929829849155748e-01,H
profile,5.0000000000000003e-02,5.6799999999999997e+00,2.8474533058202773e-16,nan,qRelative
profile,5.0000000000000003e-02,5.7000000000000002e+00,5.3545051342094124e-11,4.2720224541984264e-01,H
profile,5.0000000000000003e-02,5.7000000000000002e+00,2.5008635121653036e-16,nan,qRelative
profile,5.0000000000000003e-02,5.7199999999999998e+00,4.9185793841694771e-11,4.2510619223781637e-01,H
profile,5.0000000000000003e-02,5.7199999999999998e+00,2.1963546056857959e-16,nan,qRelative
profile,5.0000000000000003e-02,5.7400000000000002e+00,4.5180337668276141e-11,4.2301013895069911e-01,H
profile,5.0000000000000003e-02,5.7400000000000002e+00,1.9288293730948761e-16,nan,qRelative
profile,5.0000000000000003e-02,5.7599999999999998e+00,4.1500047736263059e-11,4.2091408556346016e-01,H
profile,5.0000000000000003e-02,5.7599999999999998e+00,1.6938066601708397e-16,nan,qRelative
profile,5.0000000000000003e-02,5.7800000000000002e+00,3.8118600746241855e-11,4.1881803208084550e-01,H
profile,5.0000000000000003e-02,5.7800000000000002e+00,1.4873470679660056e-16,nan,qRelative
profile,5.0000000000000003e-02,5.7999999999999998e+00,3.5011798972591993e-11,4.1672197850737291e-01,H
profile,5.0000000000000003e-02,5.7999999999999998e+00,1.3059875934173439e-16,nan,qRelative
profile,5.0000000000000003e-02,5.8200000000000003e+00,3.2157399019299823e-11,4.1462592484735494e-01,H
profile,5.0000000000000003e-02,5.8200000000000003e+00,1.1466841396480869e-16,nan,qRelative
profile,5.0000000000000003e-02,5.8399999999999999e+00,2.9534954343056484e-11,4.1252987110489714e-01,H
profile,5.0000000000000003e-02,5.8399999999999999e+00,1.0067609501563468e-16,nan,qRelative
profile,5.0000000000000003e-02,5.8600000000000003e+00,2.7125670438922825e-11,4.1043381728391948e-01,H
profile,5.0000000000000003e-02,5.8600000000000003e+00,8.8386613455741754e-17,nan,qRelative
profile,5.0000000000000003e-02,5.8799999999999999e+00,2.4912271672333866e-11,4.0833776338815231e-01,H
profile,5.0000000000000003e-02,5.8799999999999999e+00,7.7593255342613668e-17,nan,qRelative
profile,5.0000000000000003e-02,5.9000000000000004e+00,2.2878878822628274e-11,4.0624170942115723e-01,H
profile,5.0000000000000003e-02,5.9000000000000004e+00,6.8114341769995840e-17,nan,qRelative
profile,5.0000000000000003e-02,5.9199999999999999e+00,2.1010896478189455e-11,4.0414565538632391e-01,H
profile,5.0000000000000003e-02,5.9199999999999999e+00,5.9790203548320542e-17,nan,qRelative
profile,5.0000000000000003e-02,5.9400000000000004e+00,1.9294909492194445e-11,4.0204960128688777e-01,H
profile,5.0000000000000003e-02,5.9400000000000004e+00,5.2480520719880446e-17,nan,qRelative
profile,5.0000000000000003e-02,5.9600000000000000e+00,1.7718587771364012e-11,3.9995354712592851e-01,H
profile,5.0000000000000003e-02,5.9600000000000000e+00,4.6061982997526811e-17,nan,qRelative
profile,5.0000000000000003e-02,5.9800000000000004e+00,1.6270598728430355e-11,3.9785749290638489e-01,H
profile,5.0000000000000003e-02,5.9800000000000004e+00,4.0426232491091214e-17,nan,qRelative
profile,5.0000000000000003e-02,6.0000000000000000e+00,1.4940526782696874e-11,3.9576143863105484e-01,H
profile,5.0000000000000003e-02,6.0000000000000000e+00,3.5478054728477205e-17,nan,qRelative
profile,5.0000000000000003e-02,6.0200000000000005e+00,1.3718799342425073e-11,3.9366538430260839e-01,H
profile,5.0000000000000003e-02,6.0200000000000005e+00,3.1133788064174820e-17,nan,qRelative
profile,5.0000000000000003e-02,6.0400000000000000e+00,1.2596618748196141e-11,3.9156932992358434e-01,H
profile,5.0000000000000003e-02,6.0400000000000000e+00,2.7319925163536669e-17,nan,qRelative
profile,5.0000000000000003e-02,6.0600000000000005e+00,1.1565899698169205e-11,3.8947327549640864e-01,H
profile,5.0000000000000003e-02,6.0600000000000005e+00,2.3971883415220769e-17,nan,qRelative
profile,5.0000000000000003e-02,6.0800000000000001e+00,1.0619211714589086e-11,3.8737722102338712e-01,H
profile,5.0000000000000003e-02,6.0800000000000001e+00,2.1032923908464737e-17,nan,qRelative
profile,5.0000000000000003e-02,6.1000000000000005e+00,9.7497262462497624e-12,3.8528116650672223e-01,H
profile,5.0000000000000003e-02,6.1000000000000005e+00,1.8453201061821619e-17,nan,qRelative
profile,5.0000000000000003e-02,6.1200000000000001e+00,8.9511680341410714e-12,3.8318511194850841e-01,H
profile,5.0000000000000003e-02,6.1200000000000001e+00,1.6188927145721849e-17,nan,qRelative
profile,5.0000000000000003e-02,6.1400000000000006e+00,8.2177703974228128e-12,3.8108905735074383e-01,H
profile,5.0000000000000003e-02,6.1400000000000006e+00,1.4201637838012420e-17,nan,qRelative
profile,5.0000000000000003e-02,6.1600000000000001e+00,7.5442341243907795e-12,3.7899300271533032e-01,H
profile,5.0000000000000003e-02,6.1600000000000001e+00,1.2457546620509150e-17,nan,qRelative
profile,5.0000000000000003e-02,6.1799999999999997e+00,6.9256896784132553e-12,3.7689694804408141e-01,H
profile,5.0000000000000003e-02,6.1799999999999997e+00,1.0926977292916624e-17,nan,qRelative
profile,5.0000000000000003e-02,6.2000000000000002e+00,6.3576624521038450e-12,3.7480089333872596e-01,H
profile,5.0000000000000003e-02,6.2000000000000002e+00,9.5838651722883068e-18,nan,qRelative
profile,5.0000000000000003e-02,6.2199999999999998e+00,5.8360408244156324e-12,3.7270483860090670e-01,H
profile,5.0000000000000003e-02,6.2199999999999998e+00,8.4053186826895303e-18,nan,qRelative
profile,5.0000000000000003e-02,6.2400000000000002e+00,5.3570467950450664e-12,3.7060878383219459e-01,H
profile,5.0000000000000003e-02,6.2400000000000002e+00,7.3712340395377580e-18,nan,qRelative
profile,5.0000000000000003e-02,6.2599999999999998e+00,4.9172089886571175e-12,3.6851272903407856e-01,H
profile,5.0000000000000003e-02,6.2599999999999998e+00,6.4639566126311751e-18,nan,qRelative
profile,5.0000000000000003e-02,6.2800000000000002e+00,4.5133378381137282e-12,3.6641667420798452e-01,H
profile,5.0000000000000003e-02,6.2800000000000002e+00,5.6679833255843143e-18,nan,qRelative
profile,5.0000000000000003e-02,6.2999999999999998e+00,4.1425027712204988e-12,3.6432061935526611e-01,H
profile,5.0000000000000003e-02,6.2999999999999998e+00,4.9697011299750278e-18,nan,qRelative
profile,5.0000000000000003e-02,6.3200000000000003e+00,3.8020112396104550e-12,3.6222456447721579e-01,H
profile,5.0000000000000003e-02,6.3200000000000003e+00,4.3571571911621398e-18,nan,qRelative
profile,5.0000000000000003e-02,6.3399999999999999e+00,3.4893894413558342e-12,3.6012850957505976e-01,H
profile,5.0000000000000003e-02,6.3399999999999999e+00,3.8198569492990609e-18,nan,qRelative
profile,5.0000000000000003e-02,6.3600000000000003e+00,3.2023646008301064e-12,3.5803245464997185e-01,H
profile,5.0000000000000003e-02,6.3600000000000003e+00,3.3485866822114190e-18,nan,qRelative
profile,5.0000000000000003e-02,6.3799999999999999e+00,2.9388486803165638e-12,3.5593639970306346e-01,H
profile,5.0000000000000003e-02,6.3799999999999999e+00,2.9352576041512623e-18,nan,qRelative
profile,5.0000000000000003e-02,6.4000000000000004e+00,2.6969234079531890e-12,3.5384034473540021e-01,H
profile,5.0000000000000003e-02,6.4000000000000004e+00,2.5727688926963895e-18,nan,qRelative
profile,5.0000000000000003e-02,6.4199999999999999e+00,2.4748265158864531e-12,3.5174428974799044e-01,H
profile,5.0000000000000003e-02,6.4199999999999999e+00,2.2548873511338665e-18,nan,qRelative
profile,5.0000000000000003e-02,6.4400000000000004e+00,2.2709390910448477e-12,3.4964823474179890e-01,H
