B,anormalized,0.33600000000000002,0.011614506536837143,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.33800000000000002,7.5463877877037075e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.33800000000000002,3.1740451068620838e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.33800000000000002,0.005719281347451438,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.33800000000000002,0.010896650655232301,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.34000000000000002,7.0508612828288614e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.34000000000000002,2.9654506905019478e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.34000000000000002,0.0056961946184984511,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.34000000000000002,0.010222995295716009,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.34200000000000003,6.5878542080163955e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.34200000000000003,2.7705850551279171e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.34200000000000003,0.0056732168300708914,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.34200000000000003,0.0095908353454443838,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.34399999999999997,6.1552343071841155e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.34399999999999997,2.5885427227814451e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.34399999999999997,0.0056503464429961351,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.34399999999999997,0.0089976296062611021,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.34600000000000003,5.7510089489774752e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.34600000000000003,2.4184781187200295e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.34600000000000003,0.0056275819970804386,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.34600000000000003,0.0084409910290659737,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.34800000000000003,5.3733160021114661e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.34800000000000003,2.2596015908236739e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.34800000000000003,0.0056049221059749979,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.34800000000000003,0.0079186775127188316,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.34999999999999998,5.0204153052090149e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.34999999999999998,2.1111756952163918e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.34999999999999998,0.0055823654523827239,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.34999999999999998,0.0074285832366804598,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.35200000000000004,4.690680692582921e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.35200000000000004,1.9725117301341698e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.35200000000000004,0.0055599107835829654,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.35200000000000004,0.0069687304980703049,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.35399999999999998,4.3825925398906126e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.35399999999999998,1.8429665012994728e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.35399999999999998,0.0055375569072529073,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.35399999999999998,0.0065372620252512094,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.35600000000000004,4.0947307959146092e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.35600000000000004,1.7219393032052818e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.35600000000000004,0.0055153026875658763,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.35600000000000004,0.0061324337414322356,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.35800000000000004,3.8257684688987659e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.35800000000000004,1.6088691017758511e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.35800000000000004,0.0054931470415480405,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.35800000000000004,0.0057526079531140901,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.35999999999999999,3.5744655379063141e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.35999999999999999,1.5032319048607671e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.35999999999999999,0.0054710889356762923,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.35999999999999999,0.0053962469394811113,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.36200000000000004,3.3396632615737393e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.36200000000000004,1.4045383079406866e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.36200000000000004,0.0054491273827012403,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.36200000000000004,0.0050619069200758338,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.36399999999999999,3.1202788584191237e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.36399999999999999,1.3123312032805929e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.36399999999999999,0.0054272614386803066,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.36399999999999999,0.0047482323792715957,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.36599999999999999,2.9153005345344115e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.36599999999999999,1.2261836415649232e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.36599999999999999,0.0054054902002069506,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.36599999999999999,0.0044539507271887406,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.36800000000000005,2.7237828360551018e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.36800000000000005,1.1456968357924944e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.36800000000000005,0.00538381280182297,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.36800000000000005,0.0041778672777812746,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.37,2.5448423052639003e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.37,1.0704982979013134e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.37,0.0053622284136016895,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.37,0.0039188605258526146,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.37200000000000005,2.3776534205544676e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.37200000000000005,1.0002400992381527e-06,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.37200000000000005,0.0053407362388907054,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.37200000000000005,0.0036758777057443546,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.374,2.2214448017631333e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.374,9.3459724658839057e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.374,0.0053193355122035562,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.374,0.0034479306153814247,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.376,2.0754956635749201e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.376,8.7326616604077759e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.376,0.0052980254972504427,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.376,0.0032340916902502356,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.37800000000000006,1.9391325008327005e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.37800000000000006,8.1596328748312771e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.37800000000000006,0.005276805485098777,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.37800000000000006,0.0030334903127382717,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.38,1.8117259906273887e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.38,7.62423723010246e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.38,0.0052556747924549316,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.38,0.0028453093430715788,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.38200000000000001,1.6926880970293003e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.38200000000000001,7.1240003297789769e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.38200000000000001,0.0052346327600591514,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.38200000000000001,0.0026687818588555087,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.38400000000000006,1.5814693652393348e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.38400000000000006,6.6566107385816219e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.38400000000000006,0.0052136787511861361,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.38400000000000006,0.0025031880909534366,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.38600000000000001,1.4775563927978157e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.38600000000000001,6.2199092244432133e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.38600000000000001,0.0051928121502442873,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.38600000000000001,0.0023478525441300753,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.38800000000000007,1.3804694662926083e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.38800000000000007,5.8118787131961315e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.38800000000000007,0.0051720323614670759,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.38800000000000007,0.0022021412915421584,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.39000000000000001,1.2897603527601315e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.39000000000000001,5.4306349084553259e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.39000000000000001,0.0051513388076904433,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.39000000000000001,0.0020654594327813307,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.39200000000000002,1.2050102356757071e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.39200000000000002,5.0744175324337475e-07,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.39200000000000002,0.0051307309292105288,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.39200000000000002,0.0019372487057623229,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.39400000000000007,1.1258277860877225e-05,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
